rally,ball_round,time,frame_num,roundscore_a,roundscore_b,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,__match_name,__set_file,is_smash,smash_success,distance_to_birdie
16,27.0,00:15:12,27372.0,9,7,A,3,殺球,,,1.0,8.0,687.0,326.0,2.0,7.0,600.0,439.0,掛網,對手掛網,B,,8.0,641.0,335.0,8.0,598.0,524.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,0,111.7899816620434
17,7.0,00:15:53,28593.0,9,8,B,3,殺球,,,1.0,8.0,778.0,579.0,2.0,8.0,648.0,327.0,對手落地致勝,落地致勝,B,,8.0,689.0,601.0,8.0,568.0,326.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,277.0505369061753
31,4.0,00:26:03,46905.0,16,15,A,3,殺球,,,1.0,8.0,681.0,338.0,2.0,6.0,438.0,580.0,對手落地致勝,落地致勝,A,,8.0,662.0,340.0,8.0,710.0,565.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,328.2925524589311
32,4.0,00:26:27,47631.0,16,16,B,3,殺球,,,1.0,8.0,496.0,606.0,2.0,6.0,813.0,362.0,對手落地致勝,落地致勝,B,,8.0,528.0,611.0,8.0,602.0,361.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,1,378.4521105767545
42,10.0,00:34:22,61881.0,20,22,A,3,殺球,1.0,,1.0,4.0,796.0,322.0,2.0,15.0,923.0,597.0,出界,對手出界,B,,8.0,734.0,331.0,8.0,677.0,547.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,True,0,326.3081365825866
2,4.0,00:36:49,66289.0,1,1,B,3,殺球,1.0,,1.0,4.0,774.0,320.0,2.0,6.0,374.0,577.0,對手落地致勝,落地致勝,B,,8.0,727.0,332.0,8.0,695.0,557.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,429.6905863525521
4,24.0,00:38:01,68455.0,2,2,B,3,殺球,,,1.0,8.0,548.0,336.0,2.0,5.0,853.0,573.0,對手落地致勝,落地致勝,B,,8.0,594.0,344.0,8.0,736.0,577.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,345.71953951143695
5,9.0,00:38:43,69707.0,3,2,B,3,殺球,1.0,,1.0,9.0,735.0,321.0,2.0,11.0,351.0,576.0,出界,對手出界,A,,8.0,704.0,330.0,8.0,683.0,568.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,430.2615483633182
6,9.0,00:39:10,70505.0,3,3,A,3,點扣,,,1.0,8.0,762.0,553.0,2.0,1.0,837.0,457.0,掛網,對手掛網,B,,8.0,648.0,577.0,8.0,557.0,338.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,223.87719848166762
7,16.0,00:39:48,71658.0,4,3,A,3,點扣,1.0,,1.0,6.0,441.0,573.0,2.0,6.0,798.0,376.0,對手落地致勝,落地致勝,A,,8.0,511.0,577.0,8.0,563.0,337.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,350.3855019831728
8,2.0,00:40:34,73028.0,4,4,B,3,點扣,,,1.0,5.0,506.0,326.0,2.0,5.0,867.0,566.0,對手落地致勝,落地致勝,B,,8.0,551.0,328.0,8.0,669.0,578.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,395.60080889704966
12,4.0,00:42:21,76232.0,8,4,B,3,殺球,1.0,,1.0,6.0,761.0,326.0,2.0,2.0,823.0,438.0,掛網,對手掛網,A,,8.0,739.0,334.0,8.0,715.0,571.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,133.68619973654722
18,5.0,00:46:11,83131.0,12,6,B,3,殺球,,,1.0,9.0,716.0,319.0,2.0,7.0,699.0,433.0,掛網,對手掛網,A,,9.0,711.0,322.0,8.0,706.0,552.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,111.64676439557037
19,4.0,00:46:39,83989.0,13,6,B,3,殺球,1.0,,1.0,4.0,757.0,323.0,2.0,11.0,352.0,572.0,出界,對手出界,A,,8.0,732.0,331.0,8.0,660.0,562.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,0,449.97888839366675
20,7.0,00:47:01,84636.0,14,6,A,3,點扣,1.0,,1.0,8.0,548.0,591.0,2.0,6.0,816.0,356.0,對手落地致勝,落地致勝,A,,8.0,635.0,593.0,8.0,636.0,361.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,298.2113344593059
22,4.0,00:48:23,87095.0,15,7,A,3,點扣,,,1.0,5.0,805.0,613.0,2.0,5.0,487.0,380.0,對手落地致勝,落地致勝,A,,8.0,790.0,614.0,8.0,644.0,354.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,382.8380858796575
23,4.0,00:48:44,87735.0,15,8,B,3,殺球,1.0,,1.0,4.0,776.0,321.0,2.0,3.0,908.0,626.0,對手落地致勝,落地致勝,B,,8.0,699.0,337.0,8.0,707.0,552.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,356.65389385228923
24,3.0,00:49:08,88456.0,15,9,B,3,點扣,,,1.0,9.0,547.0,319.0,2.0,5.0,895.0,583.0,對手落地致勝,落地致勝,B,,8.0,599.0,324.0,8.0,654.0,554.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,393.315395071182
26,7.0,00:50:51,91550.0,15,11,B,3,殺球,1.0,,1.0,6.0,824.0,361.0,2.0,5.0,836.0,590.0,對手落地致勝,落地致勝,B,,6.0,802.0,363.0,8.0,733.0,584.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,229.53213282675696
30,12.0,00:53:55,97057.0,18,12,A,3,點扣,,,1.0,8.0,705.0,543.0,2.0,6.0,804.0,333.0,對手落地致勝,落地致勝,A,,8.0,605.0,548.0,8.0,560.0,386.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,True,1,292.9607482240582
4,21.0,00:58:55,106079.0,3,1,A,3,殺球,1.0,,1.0,6.0,771.0,325.0,2.0,7.0,635.0,434.0,掛網,對手掛網,B,,8.0,731.0,336.0,8.0,707.0,542.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,137.18600511714013
6,16.0,01:00:07,108234.0,3,3,A,3,點扣,,,1.0,3.0,527.0,315.0,2.0,7.0,654.0,436.0,掛網,對手掛網,B,,8.0,583.0,326.0,8.0,679.0,551.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,130.92364186807515
7,10.0,01:00:46,109380.0,3,4,A,3,殺球,1.0,,1.0,6.0,807.0,329.0,2.0,15.0,936.0,600.0,出界,對手出界,B,,8.0,751.0,340.0,8.0,701.0,575.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,319.100297712177
11,3.0,01:03:17,113936.0,5,6,A,3,殺球,1.0,,1.0,8.0,749.0,334.0,2.0,7.0,766.0,474.0,對手落地致勝,落地致勝,A,,8.0,686.0,344.0,8.0,693.0,552.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,1,152.64337522473747
13,15.0,01:04:53,116817.0,6,7,A,3,點扣,1.0,,1.0,8.0,751.0,331.0,2.0,11.0,369.0,565.0,出界,對手出界,B,,8.0,709.0,346.0,8.0,650.0,577.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,404.4267548023993
16,18.0,01:06:20,119403.0,8,8,A,3,點扣,1.0,,1.0,6.0,810.0,342.0,2.0,6.0,403.0,558.0,對手落地致勝,落地致勝,A,,8.0,733.0,341.0,8.0,751.0,577.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,1,394.95442775084825
18,3.0,01:07:38,121744.0,10,8,A,3,殺球,1.0,,1.0,4.0,762.0,321.0,2.0,6.0,382.0,561.0,對手落地致勝,落地致勝,A,,8.0,679.0,347.0,8.0,670.0,552.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,1,366.06693377031473
19,4.0,01:08:18,122952.0,10,9,B,3,殺球,,,1.0,5.0,821.0,587.0,2.0,5.0,452.0,371.0,對手落地致勝,落地致勝,B,,8.0,744.0,601.0,8.0,598.0,332.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,1,371.7041834577599
25,14.0,01:13:22,132070.0,14,11,B,3,殺球,1.0,,1.0,8.0,755.0,329.0,2.0,5.0,892.0,601.0,對手落地致勝,落地致勝,B,,8.0,725.0,335.0,8.0,710.0,563.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,1,314.0780157858872
26,3.0,01:13:47,132821.0,15,11,B,3,殺球,,,1.0,8.0,551.0,330.0,2.0,1.0,489.0,440.0,掛網,對手掛網,A,,8.0,606.0,346.0,8.0,613.0,540.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,150.08331019803634
27,6.0,01:14:13,133610.0,16,11,B,3,殺球,1.0,,1.0,6.0,771.0,345.0,2.0,15.0,918.0,581.0,出界,對手出界,A,,8.0,730.0,358.0,5.0,808.0,580.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,291.6727618410742
29,9.0,01:15:37,136112.0,17,12,B,3,殺球,1.0,,1.0,9.0,746.0,321.0,2.0,11.0,348.0,578.0,出界,對手出界,A,,8.0,712.0,327.0,8.0,690.0,562.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,442.1504268911204
31,4.0,01:16:25,137558.0,17,14,A,3,點扣,,,1.0,8.0,788.0,608.0,2.0,1.0,839.0,468.0,掛網,對手掛網,B,,9.0,687.0,625.0,8.0,651.0,374.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,218.52459815773602
35,9.0,01:18:59,142175.0,18,17,B,3,殺球,,,1.0,3.0,514.0,322.0,2.0,7.0,669.0,428.0,掛網,對手掛網,A,,8.0,561.0,328.0,8.0,624.0,551.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,0,147.18695594379278
36,10.0,01:19:49,143689.0,18,18,B,3,殺球,1.0,,1.0,6.0,758.0,340.0,2.0,6.0,427.0,594.0,對手落地致勝,落地致勝,B,,8.0,732.0,338.0,8.0,562.0,531.0,0,Hans-Kristian_Solberg_Vittinghus_Lee_Cheuk_Yu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,True,1,398.19718733311015
6,2.0,0:15:02,22565.0,2,4,A,3,殺球,,,1.0,3.0,550.0,291.0,1.0,6.0,477.0,522.0,對手落地致勝,落地致勝,A,,8.0,583.0,300.0,8.0,673.0,514.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,246.0081299469593
16,9.0,0:20:28,30703.0,7,9,B,3,殺球,,,1.0,5.0,816.0,597.0,2.0,5.0,497.0,333.0,對手落地致勝,落地致勝,B,,8.0,769.0,590.0,8.0,677.0,326.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,374.2098341839776
18,30.0,0:22:06,33166.0,8,10,B,3,殺球,,,1.0,5.0,837.0,565.0,2.0,6.0,817.0,298.0,對手落地致勝,落地致勝,B,,8.0,805.0,576.0,8.0,702.0,308.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,278.25887227544064
21,3.0,0:24:45,37131.0,9,12,B,3,點扣,,,1.0,8.0,813.0,593.0,1.0,5.0,503.0,332.0,對手落地致勝,落地致勝,B,,8.0,732.0,577.0,8.0,701.0,337.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,335.3595085874262
22,33.0,0:25:33,38335.0,9,13,B,3,殺球,,,1.0,8.0,563.0,609.0,2.0,5.0,502.0,323.0,對手落地致勝,落地致勝,B,,8.0,549.0,607.0,8.0,647.0,319.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,287.862814548875
23,8.0,0:26:38,39955.0,10,13,A,3,殺球,,,1.0,9.0,566.0,289.0,,6.0,418.0,566.0,對手落地致勝,落地致勝,A,,9.0,582.0,293.0,8.0,654.0,541.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,318.47291878588356
27,12.0,0:29:02,43573.0,13,14,B,3,殺球,,,1.0,9.0,800.0,658.0,2.0,15.0,456.0,329.0,出界,對手出界,A,,9.0,755.0,656.0,8.0,710.0,330.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,0,443.0914126904289
28,4.0,0:29:32,44315.0,13,15,B,3,殺球,,,1.0,8.0,775.0,584.0,2.0,5.0,524.0,318.0,對手落地致勝,落地致勝,B,,8.0,758.0,592.0,8.0,666.0,311.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,360.32207814676025
35,8.0,0:34:42,52067.0,18,17,B,3,殺球,1.0,,1.0,6.0,474.0,615.0,2.0,6.0,764.0,332.0,對手落地致勝,落地致勝,B,,8.0,541.0,619.0,8.0,670.0,328.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,363.4528855298854
40,9.0,00:38:47,58178.0,20,20,B,3,殺球,,,1.0,5.0,815.0,555.0,2.0,6.0,794.0,316.0,對手落地致勝,落地致勝,B,,8.0,757.0,564.0,8.0,696.0,324.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set1.csv,True,1,250.7448902769506
3,20.0,0:44:42,67057.0,1,2,A,3,殺球,1.0,,1.0,7.0,533.0,429.0,2.0,15.0,385.0,539.0,出界,對手出界,A,,7.0,545.0,453.0,8.0,652.0,352.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,181.64801127455263
4,18.0,0:45:25,68132.0,1,3,B,3,殺球,,,1.0,5.0,501.0,324.0,,6.0,428.0,588.0,對手落地致勝,落地致勝,B,,5.0,523.0,338.0,8.0,707.0,556.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,267.44158240632663
5,10.0,0:46:01,69035.0,2,3,A,3,殺球,,,1.0,9.0,600.0,633.0,,9.0,610.0,289.0,對手落地致勝,落地致勝,A,,9.0,588.0,663.0,8.0,629.0,324.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,374.64650005038084
6,5.0,0:46:54,70364.0,3,3,A,3,殺球,,,1.0,6.0,443.0,586.0,2.0,6.0,798.0,312.0,對手落地致勝,落地致勝,A,,6.0,493.0,585.0,8.0,590.0,313.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,409.33360477732583
10,36.0,0:49:07,73689.0,3,7,A,3,殺球,1.0,,1.0,2.0,442.0,427.0,1.0,3.0,827.0,304.0,出界,對手出界,B,,2.0,727.0,564.0,8.0,590.0,302.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,278.5677655436824
14,10.0,0:50:43,76083.0,4,10,B,3,殺球,,,1.0,9.0,640.0,289.0,,6.0,444.0,575.0,對手落地致勝,落地致勝,B,,8.0,651.0,301.0,8.0,638.0,544.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,343.4020966738555
15,8.0,0:51:11,76775.0,4,11,A,3,點扣,1.0,,1.0,5.0,817.0,586.0,2.0,7.0,607.0,421.0,掛網,對手掛網,B,,8.0,759.0,591.0,8.0,685.0,331.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,228.04385543136215
16,3.0,0:52:27,78685.0,5,11,B,3,殺球,1.0,,1.0,9.0,730.0,292.0,,15.0,326.0,580.0,出界,對手出界,A,,8.0,684.0,308.0,8.0,635.0,511.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,449.6087187766714
17,7.0,0:52:49,79228.0,5,12,A,3,點扣,,,1.0,6.0,456.0,580.0,2.0,6.0,826.0,306.0,出界,對手出界,B,,8.0,538.0,572.0,8.0,602.0,316.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,392.04591567825315
20,7.0,0:53:58,80950.0,6,14,A,3,點扣,1.0,,1.0,8.0,749.0,548.0,2.0,7.0,759.0,418.0,掛網,對手掛網,B,,8.0,676.0,559.0,8.0,607.0,333.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,163.6154026979123
26,7.0,0:57:27,86192.0,11,15,B,3,點扣,,,1.0,9.0,573.0,292.0,,15.0,379.0,555.0,出界,對手出界,A,,8.0,610.0,302.0,8.0,609.0,546.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,342.5930530527436
27,8.0,0:57:51,86799.0,11,16,B,3,點扣,,,1.0,9.0,737.0,284.0,,5.0,877.0,581.0,對手落地致勝,落地致勝,B,,9.0,727.0,293.0,8.0,699.0,542.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,324.7214190656354
30,7.0,0:59:04,88622.0,12,18,B,3,殺球,,,1.0,5.0,482.0,321.0,,3.0,941.0,626.0,出界,對手出界,A,,5.0,500.0,327.0,8.0,590.0,555.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,0,532.8057807494209
31,14.0,0:59:34,89351.0,12,19,B,3,點扣,1.0,,1.0,4.0,788.0,285.0,,5.0,889.0,536.0,對手落地致勝,落地致勝,B,,8.0,750.0,302.0,8.0,688.0,542.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,272.1709021919867
33,4.0,1:00:21,90540.0,13,20,A,3,點扣,,,1.0,4.0,400.0,639.0,2.0,6.0,830.0,336.0,對手落地致勝,落地致勝,A,,4.0,453.0,638.0,8.0,601.0,314.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set2.csv,True,1,483.04554650674504
1,29.0,1:04:58,97472.0,0,1,B,3,殺球,,,1.0,5.0,824.0,595.0,2.0,5.0,504.0,330.0,對手落地致勝,落地致勝,B,,8.0,796.0,582.0,8.0,706.0,311.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,385.7045501416855
2,11.0,1:05:37,98446.0,0,2,B,3,殺球,,,1.0,9.0,670.0,639.0,2.0,5.0,540.0,312.0,對手落地致勝,落地致勝,B,,8.0,686.0,620.0,8.0,684.0,320.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,340.8518739863403
6,6.0,1:07:36,101400.0,3,3,A,3,殺球,,,1.0,8.0,675.0,308.0,,5.0,858.0,582.0,對手落地致勝,落地致勝,A,,8.0,685.0,315.0,8.0,657.0,589.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,318.14776441144454
11,14.0,1:09:59,104993.0,6,5,B,3,殺球,,,1.0,8.0,794.0,590.0,2.0,6.0,799.0,314.0,對手落地致勝,落地致勝,B,,8.0,715.0,589.0,8.0,675.0,320.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,287.5430402565849
19,4.0,1:15:36,113414.0,10,9,A,3,殺球,1.0,,1.0,9.0,564.0,296.0,,6.0,420.0,584.0,對手落地致勝,落地致勝,A,,8.0,585.0,300.0,8.0,655.0,548.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,328.45243186799513
20,11.0,1:16:11,114279.0,10,10,A,3,點扣,1.0,,1.0,3.0,531.0,294.0,,1.0,489.0,415.0,掛網,對手掛網,B,,8.0,651.0,316.0,8.0,669.0,529.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,0,189.85520798756087
22,24.0,1:18:45,118129.0,11,11,B,3,殺球,,,1.0,9.0,728.0,293.0,,5.0,888.0,612.0,對手落地致勝,落地致勝,B,,9.0,741.0,291.0,8.0,678.0,552.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,353.0580688781946
27,7.0,01:22:26,123656.0,14,13,A,3,殺球,,,1.0,9.0,573.0,651.0,2.0,4.0,800.0,289.0,對手落地致勝,落地致勝,A,,9.0,565.0,640.0,8.0,599.0,333.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,422.4050189095769
28,5.0,01:23:02,124556.0,15,13,A,3,殺球,,,1.0,8.0,586.0,620.0,2.0,8.0,744.0,313.0,對手落地致勝,落地致勝,A,,8.0,561.0,623.0,8.0,617.0,317.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,359.9847218980272
35,12.0,01:27:05,130632.0,20,15,A,3,殺球,,,1.0,8.0,734.0,621.0,2.0,6.0,788.0,318.0,對手落地致勝,落地致勝,A,,8.0,698.0,620.0,8.0,649.0,318.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,set3.csv,True,1,315.12537187602015
2,13.0,0:11:51,17787.0,1,1,B,3,殺球,,,1.0,3.0,470.0,312.0,1.0,15.0,331.0,597.0,出界,對手出界,A,,5.0,515.0,314.0,8.0,550.0,576.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,0,337.5574025258519
6,26.0,0:13:39,20498.0,1,5,A,3,殺球,,,1.0,8.0,788.0,597.0,2.0,1.0,811.0,446.0,掛網,對手掛網,B,,8.0,778.0,609.0,8.0,658.0,339.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,0,166.30694513459142
10,9.0,0:16:25,24634.0,4,6,B,3,殺球,1.0,,1.0,9.0,726.0,311.0,1.0,11.0,913.0,598.0,出界,對手出界,A,,8.0,668.0,325.0,8.0,610.0,554.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,0,366.81603018406923
11,5.0,0:17:15,25893.0,5,6,A,3,殺球,1.0,,1.0,9.0,751.0,658.0,2.0,2.0,776.0,409.0,對手落地致勝,落地致勝,A,,9.0,735.0,659.0,8.0,619.0,349.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,1,253.3396929026322
18,13.0,0:21:16,31922.0,9,9,B,3,殺球,1.0,,1.0,9.0,757.0,305.0,1.0,6.0,381.0,578.0,對手落地致勝,落地致勝,B,,9.0,725.0,311.0,8.0,621.0,551.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,1,435.4595273960601
19,13.0,0:21:44,32620.0,10,9,B,3,殺球,,,1.0,3.0,475.0,312.0,,15.0,366.0,591.0,出界,對手出界,A,,9.0,549.0,307.0,8.0,567.0,565.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,0,337.85351855500926
21,35.0,0:24:17,36446.0,12,9,A,3,殺球,1.0,,1.0,8.0,743.0,620.0,2.0,6.0,815.0,329.0,對手落地致勝,落地致勝,A,,8.0,677.0,581.0,9.0,606.0,312.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,1,287.31167745150907
24,7.0,0:25:48,38706.0,14,10,A,3,殺球,1.0,,1.0,9.0,799.0,635.0,2.0,7.0,568.0,451.0,掛網,對手掛網,B,,8.0,710.0,614.0,8.0,605.0,349.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,0,216.17816726024856
31,23.0,0:29:22,44069.0,19,12,A,3,殺球,,,1.0,9.0,666.0,644.0,2.0,5.0,442.0,347.0,對手落地致勝,落地致勝,A,,9.0,650.0,640.0,8.0,618.0,364.0,0,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set1.csv,True,1,359.3229744950913
